"quarterly","name","cap_new_tests","cap_new_cases","cap_new_deaths"
"2021-02","Azerbaijan",0.964414419784772,0.0864304843987258,0.00160299312089429
"2021-03","Azerbaijan",1.18090284180328,0.155949690604939,0.00160593832682239
"2021-04","Azerbaijan",1.07792767488433,0.143795803548073,0.00198330167197691
"2022-01","Azerbaijan",0.936508093061994,0.193238430263778,0.00149368226101632
"2022-02","Azerbaijan",0.391129960219614,0.00267120360324818,7.80813360949469e-05
"2020-02","Bahamas",0.111733107152954,0.000395815662991236,0
"2020-03","Bahamas",0.472784600066379,0.103744883283549,0.00207434450713575
"2020-04","Bahamas",0.861240181436,0.11002323265848,0.00218497621418299
"2021-01","Bahamas",0.646960701159174,0.0328527000282725,0.000395815662991236
"2021-02","Bahamas",0.920532393814837,0.0978665100802505,0.00187344462153622
"2021-03","Bahamas",1.0742338754287,0.228897001880739,0.00771656156654497
"2021-04","Bahamas",1.07168934616661,0.0876756278349375,0.00522734815798208
"2022-01","Bahamas",1.22258976533786,0.26542267458298,0.00200735086231269
"2022-02","Bahamas",0.348176420695505,0.0189779474130619,0
"2020-01","Bahrain",0.706039952996475,0.0102232667450059,0
"2020-02","Bahrain",3.16854121201947,0.159618290053073,0.000458413501891763
"2020-03","Bahrain",5.62978337505748,0.281676288765136,0.00107290655494814
"2020-04","Bahrain",5.9753550809789,0.144689112553007,0.000689725642466663
"2021-01","Bahrain",7.70058754406581,0.325186055620838,0.00105757931844888
"2021-02","Bahrain",9.49675236631758,0.796800144626232,0.00536537493059232
"2021-03","Bahrain",8.88719792571399,0.0618517856230522,0.000229908547488888
"2021-04","Bahrain",9.9589868696674,0.0366576406273949,0
"2022-01","Bahrain",10.7403642773208,1.77233320276799,0.000456978717848283
"2022-02","Bahrain",2.46800332941637,0.315878378378378,0
"2020-01","Bangladesh",0.000593956984487014,1.98721667672235e-05,2.2080185296915e-06
"2020-02","Bangladesh",0.0477149104015501,0.00894546557584162,0.00011363409647448
"2020-03","Bangladesh",0.0788203694605405,0.0148638527374522,0.000228229915305449
"2020-04","Bangladesh",0.0837700149979659,0.0099623216038029,0.000153715289978714
"2021-01","Bangladesh",0.0952731107319453,0.00584367437344868,9.67480119093159e-05
"2021-02","Bangladesh",0.127986289709295,0.0196324087112179,0.000351111342130779
"2021-03","Bangladesh",0.205385473594894,0.0436635904248508,0.000875365346065984
"2021-04","Bangladesh",0.119385893886421,0.00207710343105199,4.13163467267817e-05
"2022-01","Bangladesh",0.159689745183008,0.0247756545839599,7.11104634256757e-05
"2022-02","Bangladesh",0.037544547073839,0.000282746372807561,1.05600886202637e-06
"2020-02","Barbados",0.292108588275836,0.0026419573457901,7.65784737910173e-05
"2020-03","Barbados",0.57570822602636,0.00363581275564308,0
"2020-04","Barbados",1.71174821996667,0.00647629147098924,0
"2021-01","Barbados",2.78068137824235,0.126248548199768,0.00120015485869144
"2021-02","Barbados",1.68679404219474,0.0173450243136654,0
"2021-03","Barbados",4.88906983790335,0.140774125132556,0.000568095743069232
"2021-04","Barbados",5.8684668989547,0.764353885774883,0.00727162551128617
"2022-01","Barbados",5.46999612853271,1.18977932636469,0.00309717382888115
"2022-02","Barbados",4.00725900116144,1.09639953542393,0.00740418118466899
"2020-01","Belarus",0.151618907696426,0.000591410233264647,0
"2020-02","Belarus",1.08109003918084,0.0709011593761303,0.00044425888430545
"2020-03","Belarus",0.994079198626954,0.0190358307987503,0.000509600739898862
"2020-04","Belarus",2.38805578690177,0.127684319021567,0.00066489667643689
"2021-01","Belarus",1.67825989816677,0.152768664526522,0.000961888971202126
"2021-02","Belarus",1.65977212542987,0.112427735244965,0.00104552025390209
"2021-03","Belarus",1.91084747868419,0.134541497374923,0.00113653618740423
"2021-04","Belarus",2.95926875169675,0.187827559392068,0.00164498658703244
"2022-01","Belarus",2.16090709187333,0.310934725602944,0.00148281417198763
"2022-02","Belarus",1.09672099340318,0.0723180583483261,0.00053797579990828
"2020-01","Belgium",0.145621225194133,0.0277610008628128,0.00118328608406262
"2020-02","Belgium",0.834741013947226,0.0494657197849605,0.00886421602556201
"2020-03","Belgium",2.03564167010541,0.0494813744982556,0.000354503507521477
"2020-04","Belgium",3.4703239299246,0.494163821885433,0.00872191169298871
"2021-01","Belgium",6.97215032115809,0.218899434378295,0.0034675486530534
"2021-02","Belgium",3.9342982298116,0.202918393082328,0.00214091344376073
"2021-03","Belgium",4.49775105975916,0.145372697602881,0.000387327906366058
"2021-04","Belgium",6.69738999137187,0.776421765389954,0.00249652999212214
"2022-01","Belgium",5.46729172658422,1.66495062793596,0.00239095005272745
"2022-02","Belgium",2.62986770204199,0.729835346563129,0.00197368421052632
"2020-01","Belize",0.0646984924623116,0,0
"2020-02","Belize",0.0584792092329781,0.000441769285990392,0
"2020-03","Belize",0.332450294953026,0.0497596679047411,0.000382346515184619
"2020-04","Belize",1.00051889884204,0.239430849901682,0.00589906051999126
"2021-01","Belize",1.01091568955891,0.0503070910106086,0.00212171970965941
"2021-02","Belize",1.47733171351262,0.0207079352807996,8.28317411231984e-05
"2021-03","Belize",2.87273323137426,0.188059864540092,0.00204828490277474
"2021-04","Belize",3.39845968975311,0.324803364649334,0.00527091981647367
"2022-01","Belize",3.87054718034618,0.706393076493579,0.00131211613623674
"2022-02","Belize",1.45422766003933,0.0145291675770155,0.00240332095258903
"2020-02","Benin",0.0279839973603893,0.00179558336573927,1.76759642238484e-05
"2020-03","Benin",0.124303784756966,0.00111806878050705,1.88287444993168e-05
"2020-04","Benin",0.205233315042553,0.000794393696494984,0
"2021-01","Benin",0.183987278543082,0.00355889173013647,3.84943220874921e-05
"2021-02","Benin",0.0806342829138584,0.00227569374693703,0
"2020-01","Bhutan",0.164507772020725,0,0
"2020-02","Bhutan",0.338979673176564,0.000882537151967204,0
"2020-03","Bhutan",1.5356640009011,0.00287226852894796,0
"2020-04","Bhutan",1.98114721784186,0.00498423068258617,0
"2021-01","Bhutan",4.6590961427749,0.00339666090961428,0
"2021-02","Bhutan",4.05816204520868,0.0167397369469908,0
"2021-03","Bhutan",3.52331606217617,0.00770162198693399,0
"2021-04","Bhutan",2.13242002703312,0.000802545618382519,0
"2022-01","Bhutan",9.45458096882967,0.213607204539847,0
"2020-01","Bolivia",0.00496094328014143,0.000459490821865533,1.55759600632384e-05
"2020-02","Bolivia",0.068746981622849,0.0285631442146477,0.000926341712771936
"2020-03","Bolivia",0.208443677159107,0.0963799775773897,0.00640273540947337
"2020-04","Bolivia",0.105610680909866,0.020790266650278,0.00116396440689961
"2021-01","Bolivia",0.463336093739589,0.108221251320712,0.00292317503831254
"2021-02","Bolivia",0.850442883596315,0.154749901858614,0.00414311979462326
"2021-03","Bolivia",0.583977704028993,0.0605764324211577,0.00197408363410174
"2021-04","Bolivia",0.550543990405209,0.0787305524826895,0.000825017971610443
"2022-01","Bolivia",0.592067163539793,0.467471943801936,0.00222736228904309
"2020-01","Bosnia & Herzegovina",0.0133766805513224,0.00465643943242236,8.46625351349521e-05
"2020-02","Bosnia & Herzegovina",0.174568193160086,0.0124894916117104,0.000586125243241976
"2020-03","Bosnia & Herzegovina",0.336174681632058,0.0758285517405881,0.00216331182168745
"2020-04","Bosnia & Herzegovina",0.604501543802923,0.27541642924347,0.0105183997455707
"2021-01","Bosnia & Herzegovina",0.671414541637035,0.183419689119171,0.00805648684344204
"2021-02","Bosnia & Herzegovina",0.601411389585727,0.136593975972214,0.0111296810473891
"2021-03","Bosnia & Herzegovina",0.466884433430953,0.0906503849568663,0.00282257530180353
"2021-04","Bosnia & Herzegovina",0.609305222426885,0.18774763791527,0.00946821621191842
"2022-01","Bosnia & Herzegovina",0.662027159741271,0.291479562464018,0.00797182430830709
"2022-02","Bosnia & Herzegovina",0.191252666869857,0.0196332418977954,0.000571472112160927
"2020-01","Botswana",0.0119820655534941,3.86518243661101e-05,0
"2020-02","Botswana",0.178235030275847,0.0005466472303207,0
"2020-03","Botswana",0.652451197870453,0.01339747855664,1.38642413487134e-05
"2020-04","Botswana",1.62001811594203,0.0517690771960958,2.31070689145223e-05
"2021-01","Botswana",1.83634731670446,0.117257180650038,0.00232426303854875
"2021-02","Botswana",1.74581371009942,0.137217799207595,0.0026771697690065
"2021-03","Botswana",2.08844461697723,0.504099194025436,0.00576752440106477
"2021-04","Botswana",1.22767395001479,0.166227632357291,0.00030039189588879
"2022-01","Botswana",1.12674373546887,0.27154374407991,0.000984887625936451
"2020-01","Brazil",0.01507207825758,0.00106517138632513,3.32087727615004e-05
"2020-02","Brazil",0.585236347307113,0.0706790704109096,0.00293622419714469
"2020-03","Brazil",0.191487447884035,0.175325745874751,0.00434723290126915
"2020-04","Brazil",0.217214985015925,0.143420640039175,0.00257877250244791
"2021-01","Brazil",0.534866816063096,0.261531308170124,0.00629885244933302
"2021-02","Brazil",0.7676739164185,0.303801830018081,0.0103932875728001
"2021-03","Brazil",0.7676739164185,0.151396584109537,0.00416370329506467
"2021-04","Brazil",0.331157364594628,0.0449296226091293,0.00120968970865787
"2022-01","Brazil",0.321396663630604,0.45311680424974,0.0022962842806513
"2020-01","Brunei",0.674294431731503,0.0141113653699466,0
"2020-02","Brunei",0.586969094978248,0.000377197173535846,0
"2020-03","Brunei",0.736966470997911,0,0
"2020-04","Brunei",0.609839816933638,4.97462939011044e-05,0
"2021-01","Brunei",0.781795067378591,0.00124586829392321,0
"2021-02","Brunei",0.660069907209495,0.00128247039002188,0
"2021-03","Brunei",4.99216495871058,0.157073922992737,0.000920306437170431
"2021-04","Brunei",9.65988969078214,0.259109311740891,0.00184826615032565
"2020-01","Bulgaria",0.107989017315442,0.00300030999512865,4.42850183782826e-05
"2020-02","Bulgaria",0.195712893899422,0.00678984228207026,0.000333719245636344
"2020-03","Bulgaria",0.597214400140172,0.0243188530950414,0.000913619183499787
"2020-04","Bulgaria",0.97264774348577,0.279789617281169,0.0101593201672048
"2021-01","Bulgaria",1.46935009275251,0.211125503742084,0.00880349261178277
"2021-02","Bulgaria",1.71546875691953,0.143239891944555,0.00827339039774273
"2021-03","Bulgaria",2.48844991364421,0.11644577106956,0.00406122500062577
"2021-04","Bulgaria",4.07547057645616,0.380317451377938,0.0157787039122926
"2022-01","Bulgaria",3.54909806179236,0.633568412972558,0.00920168873536749
"2022-02","Bulgaria",1.32588514680484,0.100190702360391,0.00216489157551334
"2020-01","Burkina Faso",0.0012916806200067,0.00100464048222743,4.7840022963211e-05
"2020-02","Burkina Faso",0.00470251654292223,0.000392183045390719,2.20800105984051e-05
"2020-03","Burkina Faso",0.0192831692559212,0.000551200264576127,0
"2020-04","Burkina Faso",0.026005212482502,0.00229736110273333,9.88000474240228e-06
"2021-01","Burkina Faso",0.0388870284435514,0.00332594470756457,3.34880160742477e-05
"2021-02","Burkina Faso",0.0169584995686512,0.000419520201369697,7.88571807085896e-06
"2021-03","Burkina Faso",0.0229730910270837,0.000366600175968084,4.68000224640108e-06
"2021-04","Burkina Faso",0.0271174930163966,0.00166140079747238,7.28000349440168e-05
"2022-01","Burkina Faso",0.0182000966233703,0.00227341179546301,3.90805821389611e-05
"2020-02","Burundi",0.00330532095101938,0.000223758665016759,0
"2020-03","Burundi",0.0320693765471146,0.000304395359296216,0
"2020-04","Burundi",0.0412167770290282,0.000286113355734882,0
"2021-01","Burundi",0.101226884945664,0.00178659864136275,0
"2021-02","Burundi",0.132849574107668,0.0024563780345464,0
"2021-03","Burundi",0.360959878314984,0.0105121520477672,2.5594804985868e-05
"2021-04","Burundi",0.297828463616985,0.00841977674017251,0
"2022-01","Burundi",0.372114297461199,0.0115671049066054,0
"2022-02","Burundi",0.133748977454301,0.00123470004051957,0
"2020-01","Cambodia",0.0340603233120728,0.000418685328069861,0
"2020-02","Cambodia",0.0726658950236915,1.90610274945462e-05,0
"2020-03","Cambodia",0.0730904958430528,8.776788709539e-05,0
"2020-04","Cambodia",0.0730904958430528,5.46111297482427e-05,0
"2021-01","Cambodia",0.225731204019379,0.00122548530946162,5.98121897242658e-06
"2021-02","Cambodia",0.432714901582657,0.0299179258447157,0.00035164309343387
"2021-03","Cambodia",0.695517596486164,0.0404726983359209,0.00111432709986295
"2021-04","Cambodia",0.229352442027685,0.00682314055604532,0.000484998842764155
"2022-01","Cambodia",0.10699470329831,0.00998797110406656,3.12352546337833e-05
"2022-02","Cambodia",0.0592514504456008,0.00162240564627071,0
"2020-02","Cameroon",0.0489137454122763,0.00713855194756272,0.000170862438247355
"2020-03","Cameroon",0.162554581219147,0.00334939514345893,4.38123814608932e-05
"2020-04","Cameroon",0.117105991568369,0.0022520382993917,7.77976867062589e-06
"2021-01","Cameroon",0.135808701038868,0.00853612597001432,0.000107151527327825
"2021-02","Cameroon",0.278859090130091,0.0140481834145663,0.00025582795114928
"2021-03","Cameroon",0.0928822486970935,0.00278188149201223,3.52136897723066e-05
"2021-04","Cameroon",0.132266303938365,0.00886770789998657,0.000187123909604002
"2022-01","Cameroon",0.0960734825083503,0.00440032815155244,2.92992457537022e-05
"2022-02","Cameroon",0.192151873591639,0.000407525872756039,0
"2020-01","Canada",0.292175669483521,0.0112248174135851,0.000271191089969982
"2020-02","Canada",0.702247357856494,0.0279989471606238,0.00254707933156346
"2020-03","Canada",1.28348852506607,0.0153263115938189,0.000164734017920296
"2020-04","Canada",1.83333467731716,0.118508270108494,0.00194628058235203
"2021-01","Canada",4.07003132378311,0.11938688993694,0.00211582734236542
"2021-02","Canada",2.70056269839005,0.129319887891241,0.000918905163513292
"2021-03","Canada",1.77802177484201,0.0568652037978679,0.000355675720509731
"2021-04","Canada",2.63163630415199,0.140628131962316,0.000743607052919939
"2022-01","Canada",2.17285252503842,0.400506950700369,0.00218471611349572
"2022-02","Canada",1.25674425485313,0.264715038948651,0.00134575980781799
"2020-02","Cape Verde",0.718043422404933,0.0306076567317575,0.00012846865364851
"2020-03","Cape Verde",1.17506646856428,0.0911596809508915,0.000723334375977479
"2020-04","Cape Verde",0.499139818579919,0.117082421019706,0.00093837973099781
"2021-01","Cape Verde",0.744024780175859,0.107174260591527,0.00107913669064748
"2021-02","Cape Verde",1.97984030358131,0.301466519092418,0.00233220017392679
"2021-03","Cape Verde",1.93378558023147,0.0996050985298718,0.000899280575539568
"2021-04","Cape Verde",0.91304347826087,0.0467625899280576,0.000215045355020332
"2022-01","Cape Verde",1.58227418065548,0.32152278177458,0.000939248601119105
"2022-02","Cape Verde",0.423186450839329,0.00397182254196643,0
"2020-02","Central African Republic",0.0831891452233067,0.012363206152026,0.000136793847973972
"2020-03","Central African Republic",0.0207264380232244,0.00314834818615537,3.82572688810874e-05
"2020-04","Central African Republic",0.00692456566747682,0.000324061571698623,0
"2021-01","Central African Republic",0.0103059581320451,0.000342765125373821,0
"2021-02","Central African Republic",0.0398107068914522,0.00460491889063318,5.23286237571952e-05
"2021-03","Central African Republic",0.0200423080385273,0.00953056080655324,0
"2021-04","Central African Republic",0.0226595553155099,0.00164956341704924,0
"2022-01","Central African Republic",0.0271566597653554,0.00586841499884978,1.61030595813204e-05
"2022-02","Central African Republic",0.0207945134575569,0,0
"2020-02","Chad",0.00614170954159458,0.000608790941190795,3.68106150487457e-05
"2020-03","Chad",0.0154474084034325,0.000211091641565069,1.32345856780608e-06
"2020-04","Chad",0.0252912932307741,0.000560484703465873,5.95556355512734e-06
"2021-01","Chad",0.0284082146190998,0.00167011648200008,4.26153658833557e-05
"2021-02","Chad",0.0163758073169981,0.000299043462321193,2.0070031028268e-06
"2021-03","Chad",0.016890639971625,5.49235305639522e-05,0
"2021-04","Chad",0.0191477985590183,0.000439388244511617,4.63210498732127e-06
"2022-01","Chad",0.0143417617056969,0.00107823640028681,4.73504065370618e-06
"2022-02","Chad",0.0134570470318674,0.000257352534230654,0
"2020-01","Chile",0.119671289162815,0.00835568490935723,2.85339268390116e-05
"2020-02","Chile",0.607880401665712,0.152593535361897,0.00301916121125161
"2020-03","Chile",1.2299416832701,0.108146942693123,0.00419123065585851
"2020-04","Chile",1.79604724473921,0.0822808346297661,0.00217834820819346
"2021-01","Chile",2.70131245495338,0.217349050242961,0.00370312245704587
"2021-02","Chile",3.33369032097846,0.327347897969367,0.00541402518803649
"2021-03","Chile",2.73768900625017,0.06058889889644,0.00295222758990875
"2021-04","Chile",3.16271823284842,0.0853325691203363,0.00106102786648107
"2022-01","Chile",4.70551951826277,0.959939317848922,0.010085792006696
"2022-02","Chile",2.8350923310316,0.185183005510218,0.00199658226965195
"2020-01","China",0.49293709005792,0.000145883542698188,2.19401242308341e-05
"2020-02","China",0.498456219725371,4.78128495169828e-05,1.05241955756503e-05
"2020-01","Colombia",0.0156467552257895,0.000905546510168879,1.20941103194508e-05
"2020-02","Colombia",0.14642296170508,0.0188469432028184,0.000635372724282576
"2020-03","Colombia",0.5480851638328,0.154559821380507,0.00480343225592557
"2020-04","Colombia",0.574551250994396,0.169729960207091,0.00362553821255754
"2021-01","Colombia",1.43540038476068,0.169623777424025,0.00448326989804497
"2021-02","Colombia",1.51550734900773,0.382555066535964,0.0090027693352969
"2021-03","Colombia",1.2307683269974,0.170638480948194,0.00460327144369564
"2021-04","Colombia",0.86228145729034,0.0390332809540045,0.000780563082057815
"2022-01","Colombia",0.974352053840292,0.207068721926336,0.00212863060572512
"2022-02","Colombia",0.370431512816985,0.00541192539748049,0.000146578097465427
"2020-02","Comoros",0.0302325581395349,0.00708366746859129,5.34616412723871e-05
"2020-03","Comoros",0.0275237381309345,0.00257371314342829,0
"2020-04","Comoros",0.0544940644431883,0.0024495948746938,0
"2020-01","Costa Rica",0.033721589669764,0.00296645290756009,0
"2020-02","Costa Rica",0.0768173718703754,0.00581593514455705,4.31449194700078e-06
"2020-03","Costa Rica",0.38678069681296,0.148640344138885,0.00177958723818303
"2020-04","Costa Rica",0.567837694815725,0.198285280210307,0.00273979617964869
"2021-01","Costa Rica",0.688306504384243,0.108652881385508,0.00174933472931117
"2021-02","Costa Rica",1.41029308343796,0.318359889031267,0.00364574569521566
"2021-03","Costa Rica",1.87149843806012,0.347275567163415,0.00351009713046892
"2021-04","Costa Rica",1.35402903671839,0.0941602225977706,0.00229169867363138
"2022-01","Costa Rica",2.3309427212843,0.579943724643371,0.00201326178946909
"2022-02","Costa Rica",1.75029446407538,0.092427578907837,0.000827913487308172
"2020-01","Croatia",0.0492082825822168,0.00601517848777288,3.747774758737e-05
"2020-02","Croatia",0.190477975130838,0.00523082277040864,0.000270375179023169
"2020-03","Croatia",0.572522904199545,0.0357676216702854,0.000431605147487158
"2020-04","Croatia",1.8970714399195,0.503683207117513,0.00918021500820844
"2021-01","Croatia",1.39700906753282,0.163710921640276,0.00583570171877115
"2021-02","Croatia",1.63458393007723,0.248474789522293,0.006178474387975
"2021-03","Croatia",1.774564423026,0.109103426362336,0.00107504104220728
"2021-04","Croatia",2.43965471588201,0.794714822856538,0.0100937351056506
"2022-01","Croatia",2.54412775747733,1.06637163350927,0.00843686561104344
"2022-02","Croatia",0.916362159967519,0.208008526187576,0.00236500203004466
"2020-01","Cuba",0.0353727082781554,0.00158912333362762,2.94282098819929e-05
"2020-02","Cuba",0.159858240108968,0.00214599561293302,7.37322181658723e-05
"2020-03","Cuba",0.41052448746934,0.00299496009918586,3.07076972681665e-05
"2020-04","Cuba",0.807923353587619,0.00570299515202229,1.24750020151926e-05
"2021-01","Cuba",1.48164758737726,0.0599079877971023,0.000263872948608536
"2021-02","Cuba",2.0090438386545,0.106828282514696,0.000798442309875169
"2021-03","Cuba",4.24223095259115,0.649948564607076,0.00578840093504938
"2021-04","Cuba",2.09671005408393,0.10102160670349,0.0010104751632306
"2022-01","Cuba",1.75160040414742,0.120421215777444,0.000184416781927155
"2022-02","Cuba",0.875136105470704,0.0478539477943557,3.67852623524911e-05
"2020-02","Cyprus",2.45774647887324,0.00165700082850041,0
"2020-03","Cyprus",1.94204099275963,0.00624977486401787,0
"2020-04","Cyprus",3.75386333345341,0.167231007528547,0.000828500414250207
"2021-01","Cyprus",22.4614471140569,0.227736352757065,0.00126116174169198
"2021-02","Cyprus",44.2976592587197,0.279987618015787,0.00108342361863489
"2021-03","Cyprus",39.5063321103089,0.540418984495207,0.000414250207125104
"2020-01","Czechia",0.0537413511095581,0.00379240855596288,2.10856710816046e-05
"2020-02","Czechia",0.517501454563739,0.00905061881810411,0.000352994656851226
"2020-03","Czechia",0.790048597888002,0.0540423130483502,0.000279123208029004
"2020-04","Czechia",2.45376806180904,0.627958198508366,0.0107396460514723
"2021-01","Czechia",8.54295141158527,0.874265674769924,0.0152799825691786
"2021-02","Czechia",17.3228977577656,0.156967693805867,0.0044945249913034
"2021-03","Czechia",9.22148532670057,0.0236154381616143,0.000191003319213236
"2021-04","Czechia",8.91757542416578,0.781895155233103,0.00552968449942551
"2022-01","Czechia",8.15149147653583,1.39356304665857,0.0038410060074081
"2022-02","Czechia",1.85263952438759,0.353911818719457,0.00173530052603729
"2020-02","Democratic Republic of the Congo",0.00457270144689892,0.00120368878673275,2.47237716671957e-05
"2020-03","Democratic Republic of the Congo",0.00442059650381596,0.000477571031257297,1.44424276288738e-05
"2020-04","Democratic Republic of the Congo",0.00405905035334188,0.000779648362083069,3.70163061076177e-05
"2021-01","Democratic Republic of the Congo",0.00489672464080968,0.00135388791500269,1.96017859956405e-05
"2021-02","Democratic Republic of the Congo",0.00666756563854631,0.00148772075168609,2.19630527465411e-05
